"Date & Time","use [kWh]","gen [kWh]","HVAC [kWh]","Garage [kWh]","Main House + Pumps [kWh]","Water Heater [kWh]","Heat Pump [kWh]","Heaters - upstairs [kWh]","Heater - downstairs [kWh]","Range [kWh]","HRV [kWh]","Dishwasher [kWh]","Main House [kWh]","Washer and Dryer [kWh]","KitL MasLP BathLP LoftLP GueLP [kWh]","KitP LivLP StairsUpLP [kWh]","Well Pump [kWh]","Booster Pump [kWh]","Garage Water Heater [kWh]","Solar Net [kWh]","Main Grid [kWh]","Solar Pos [kWh]","Septic Pump [kWh]"
2016-10-20 13:00:00,17219.624688056,11022.140138056,-3202.648102222,-3379.099836389,-13840.524851667,-2192.298559444,-2601.820781111,-80.552685000,-93.687068889,-678.307410000,-426.587567222,-247.788575833,-11777.573963333,-932.418291667,-457.622026667,0.000000000,-1306.714308056,-756.236580278,-1100.508218056,10708.928103611,-6510.696584444,11022.140138056,-21.638716667
2016-10-19 13:00:00,17178.781877222,11017.079349167,-3193.851777500,-3368.598225000,-13810.183652222,-2187.479480278,-2594.459378333,-80.439151944,-93.624729444,-675.130226389,-425.328517778,-247.457556111,-11749.641802778,-932.350642500,-456.305706389,0.000000000,-1305.136571111,-755.405278333,-1099.462484722,10704.129348611,-6474.652528611,11017.079349167,-21.582118333
2016-10-18 13:00:00,17139.938989444,11007.794682778,-3185.216391944,-3362.089057778,-13777.849931667,-2183.923230833,-2587.262387500,-80.325406389,-93.562507778,-672.325632222,-424.066090278,-246.469191944,-11719.727821111,-932.279097500,-455.060494167,0.000000000,-1303.518066389,-754.604044167,-1097.443583056,10695.066690000,-6444.872299444,11007.794682778,-21.579806111
2016-10-17 13:00:00,17096.363520000,10996.538608056,-3176.945848611,-3354.585548889,-13741.777971111,-2179.644566111,-2580.349137778,-80.211635278,-93.499907778,-669.477386944,-422.885167778,-245.780979444,-11686.358955556,-929.516181667,-453.818709722,0.000000000,-1301.718011944,-753.701003611,-1096.427615833,10684.047141667,-6412.316378333,10996.538608056,-21.582864444
2016-10-16 13:00:00,17058.824597778,10988.781788611,-3168.261941111,-3343.802327222,-13715.022270556,-2176.044298611,-2573.087266111,-80.099840278,-93.438148611,-668.202785278,-421.636686111,-245.100106389,-11661.997833889,-929.223552222,-452.889915833,0.000000000,-1300.169184444,-752.855252222,-1095.408227222,10676.540532778,-6382.284065000,10988.781788611,-21.596303889
2016-10-15 13:00:00,17027.761190833,10984.263650833,-3160.027451111,-3342.751285000,-13685.009905833,-2173.255525833,-2566.275081389,-79.987734444,-93.376482500,-665.768309444,-420.388152778,-244.339570833,-11634.240141111,-927.288555000,-451.636268333,0.000000000,-1298.653743611,-752.116021111,-1094.389840278,10672.253483056,-6355.507707778,10984.263650833,-21.410731667
2016-10-14 13:00:00,16987.744502222,10980.796417778,-3152.167648889,-3341.300457778,-13646.444044444,-2166.301825000,-2559.838155000,-79.873868056,-93.313968889,-662.063386944,-419.141656944,-243.662435556,-11602.101291944,-925.207040556,-450.414403889,0.000000000,-1294.180732222,-750.162020278,-1093.437409444,10669.050200556,-6318.694301667,10980.796417778,-21.417942778
2016-10-13 13:00:00,16949.401942222,10978.919260833,-3144.447455833,-3336.443445556,-13612.958496667,-2161.242226944,-2553.547459444,-79.757208611,-93.251860000,-659.579706944,-417.890927778,-242.547258611,-11571.395065833,-922.136192778,-448.931903056,0.000000000,-1292.373028333,-749.190402500,-1091.592373611,10667.474838056,-6281.927104167,10978.919260833,-21.420065278
2016-10-12 13:00:00,16903.590055000,10970.435459167,-3136.816208611,-3323.434042500,-13580.156012500,-2156.989878333,-2547.349745556,-79.641674167,-93.189933889,-658.984995556,-416.634855000,-242.528355000,-11540.977212222,-916.472595833,-447.742916389,0.000000000,-1290.865245000,-748.313555278,-1090.546259722,10659.223378889,-6244.366676111,10970.435459167,-21.422183611
2016-10-11 13:00:00,16867.861261667,10952.628984167,-3127.792980000,-3320.855469167,-13547.005792500,-2152.754314722,-2539.768294722,-79.523195278,-93.127592500,-654.902765556,-415.373897500,-241.780085278,-11510.230165833,-916.381748333,-446.545219722,0.000000000,-1289.240516389,-747.535110278,-1089.538540833,10641.641848611,-6226.219413056,10952.628984167,-21.236770556
2016-10-10 13:00:00,16814.000580556,10934.119364444,-3118.500816111,-3303.693878889,-13510.306701667,-2148.719859444,-2531.914640833,-79.402865000,-93.064893611,-648.230542222,-414.118416667,-240.840212500,-11475.754661389,-916.290503333,-445.120252500,0.000000000,-1287.781522778,-746.770517500,-1088.481126389,10623.359889722,-6190.640690833,10934.119364444,-21.230939167
2016-10-09 13:00:00,16769.711706111,10924.117454444,-3110.160133889,-3302.379731944,-13467.331974167,-2140.255770556,-2525.007657222,-79.284296111,-93.001433333,-642.419032778,-412.866747222,-239.488030278,-11435.825091944,-913.859146389,-443.559158611,0.000000000,-1285.764775556,-745.742106667,-1087.428658333,10613.648915833,-6156.062790278,10924.117454444,-21.221041944
2016-10-08 13:00:00,16725.816844722,10916.415465000,-3104.595438889,-3299.063560278,-13426.753284444,-2134.490986944,-2520.873773889,-79.163723611,-92.938063611,-635.408749722,-411.619877778,-238.476512222,-11397.936025833,-907.108401389,-442.317192222,0.000000000,-1284.025476944,-744.791781667,-1086.397831111,10606.193738333,-6119.623106389,10916.415465000,-21.214397500
2016-10-07 13:00:00,16699.928515556,10906.260328056,-3097.947900556,-3298.210006944,-13401.718508611,-2131.056742778,-2515.661035278,-79.046777222,-92.876671944,-633.262552778,-410.363416111,-237.907782222,-11375.277256667,-907.020579167,-440.859882500,0.000000000,-1282.389241667,-744.052010278,-1085.390000556,10596.297145833,-6103.631369722,10906.260328056,-21.168218611
2016-10-06 13:00:00,16659.998680833,10897.198375556,-3091.303449167,-3293.475770556,-13366.522910278,-2125.430830278,-2510.457421944,-78.928054722,-92.813691389,-629.608766944,-409.104281111,-236.239994167,-11343.038266389,-902.916813611,-439.593805833,0.000000000,-1280.369772222,-743.114871667,-1083.467647500,10587.484101667,-6072.514579167,10897.198375556,-21.049667222
2016-10-05 13:00:00,16620.830506667,10884.680833611,-3084.681409444,-3283.714783333,-13337.115723333,-2121.736682500,-2505.277031667,-78.810742500,-92.751390278,-626.956960833,-407.842245000,-235.531647778,-11315.796073333,-898.724810556,-438.194694722,0.000000000,-1279.038270833,-742.281379167,-1082.423826389,10575.194558333,-6045.635948333,10884.680833611,-21.050891111
2016-10-04 13:00:00,16588.539407778,10875.301695556,-3076.706523056,-3276.891518056,-13311.647889722,-2117.699919722,-2498.739849167,-78.694753333,-92.689706111,-624.838240278,-406.582214444,-234.757796389,-11292.734551944,-898.635722222,-436.926652222,0.000000000,-1277.403076111,-741.510261667,-1081.347482778,10566.061318056,-6022.478089722,10875.301695556,-21.052760278
2016-10-03 13:00:00,16556.179514167,10861.483833056,-3068.940532778,-3268.881611667,-13287.297902500,-2114.802416667,-2492.405291667,-78.579156944,-92.628546389,-622.596599167,-405.327537778,-234.003455833,-11270.602631667,-898.546479167,-435.543423056,0.000000000,-1275.983081944,-740.712188889,-1080.281666389,10552.466488611,-6003.713025556,10861.483833056,-21.052958056
2016-10-02 13:00:00,16528.338222778,10842.259196667,-3062.107582222,-3266.166007778,-13262.172215000,-2108.740480278,-2487.002880556,-78.465480556,-92.567167778,-622.235738889,-404.072053333,-233.986399444,-11248.284731111,-898.457634722,-434.052311111,0.000000000,-1274.099515278,-739.787968611,-1079.204773333,10533.458262222,-5994.879960556,10842.259196667,-20.999148056
2016-10-01 13:00:00,16484.503163889,10826.343653056,-3051.636277778,-3262.021373056,-13222.481790833,-2104.258024722,-2477.967895556,-78.345830278,-92.503420000,-616.010227500,-402.819131944,-232.479101111,-11211.157578611,-894.150295000,-432.683868333,0.000000000,-1272.446427500,-738.877784722,-1078.101502778,10517.775591389,-5966.727572500,10826.343653056,-20.877772222
2016-09-30 13:00:00,16457.530391944,10811.491931667,-3049.642473889,-3260.076175278,-13197.454216667,-2101.192208056,-2477.418533889,-78.228352778,-92.442080000,-613.476537500,-401.553507222,-231.699619167,-11192.275601389,-891.817965278,-431.239480278,0.000000000,-1268.132657778,-737.045957500,-1077.008592500,10503.150502500,-5954.379889444,10811.491931667,-20.875993333
2016-09-29 13:00:00,16436.095839444,10788.934254722,-3047.631829444,-3258.360011944,-13177.735827500,-2096.498280278,-2476.850983056,-78.112277222,-92.380983611,-612.813216389,-400.287585556,-230.903492500,-11175.064122778,-891.555500278,-429.906745278,0.000000000,-1266.507457222,-736.164247500,-1076.072487222,10480.805876389,-5955.289963056,10788.934254722,-20.874061944
2016-09-28 13:00:00,16412.527345000,10765.900511111,-3045.634864167,-3255.677245556,-13156.850099444,-2092.939239444,-2476.300467222,-77.993686667,-92.319142222,-609.527608611,-399.021568056,-230.306992500,-11156.394338611,-891.462788056,-428.610096944,0.000000000,-1265.056671944,-735.399088889,-1075.004745556,10457.991412222,-5954.535932778,10765.900511111,-20.874154444
2016-09-27 13:00:00,16390.717705556,10740.996865000,-3043.676090833,-3254.191825833,-13136.525879722,-2088.830497500,-2475.786644167,-77.876181111,-92.257681111,-607.646661944,-397.755584444,-229.612824444,-11138.438632222,-891.369731944,-427.579636944,0.000000000,-1263.491439444,-734.595808056,-1074.281629722,10433.307414444,-5957.410291111,10740.996865000,-20.870742778
2016-09-26 13:00:00,16372.732410278,10719.027815278,-3041.781988611,-3253.077903889,-13119.654506389,-2085.725074444,-2475.331533056,-77.759679444,-92.196836389,-606.748567500,-396.493939722,-228.881000556,-11123.900653889,-891.276664722,-426.324058611,0.000000000,-1261.931321389,-733.822531111,-1073.188088056,10411.565347222,-5961.167063056,10719.027815278,-20.695171667
2016-09-25 13:00:00,16342.172693889,10695.865215556,-3039.868377222,-3251.697120278,-13090.475573611,-2078.745055556,-2474.856096667,-77.643640000,-92.134480556,-606.163156111,-395.234160000,-228.132658056,-11097.994521667,-884.850801111,-424.966254444,0.000000000,-1259.735575278,-732.745476667,-1072.105469444,10388.632146389,-5953.540547500,10695.865215556,-20.689803889
2016-09-24 13:00:00,16308.466316667,10673.223187778,-3037.949790556,-3249.625610000,-13058.840706667,-2073.396667222,-2474.375437500,-77.526031944,-92.071861111,-603.637494167,-393.976460000,-227.668303333,-11069.190277500,-877.556174722,-423.640564167,0.000000000,-1257.843092778,-731.807336389,-1071.060609444,10366.223220833,-5942.243095833,10673.223187778,-20.689591111
2016-09-23 13:00:00,16268.841933611,10656.579559167,-3035.996625556,-3245.294068611,-13023.547865000,-2067.768701944,-2473.857940833,-77.408789722,-92.010006944,-601.271391111,-392.719888056,-226.904260833,-11036.724323889,-871.617363611,-422.356725278,0.000000000,-1255.976036944,-730.847504167,-1070.008205556,10349.784146667,-5919.057786944,10656.579559167,-20.675658333
2016-09-22 13:00:00,16238.040157500,10640.506765278,-3034.050960556,-3241.482950833,-12996.557206667,-2063.675593889,-2473.351598889,-77.291974444,-91.949069167,-599.998479722,-391.458318056,-226.250034722,-11012.253153056,-870.026885556,-420.674049167,0.000000000,-1254.315682500,-729.988371111,-1068.007562778,10333.922973889,-5904.117183611,10640.506765278,-20.488586944
2016-09-21 13:00:00,16216.116357222,10617.507703889,-3032.057125278,-3237.506809722,-12978.609547500,-2061.417846944,-2472.800808611,-77.175487778,-91.888810000,-599.539355833,-390.192018889,-225.694426389,-10996.342204444,-870.011315278,-419.436818889,0.000000000,-1253.055588611,-729.211754444,-1066.957565556,10311.148186667,-5904.968170556,10617.507703889,-20.477533056
2016-09-20 13:00:00,16191.121297778,10589.138436944,-3030.093008056,-3234.889984167,-12956.231313611,-2056.689207222,-2472.277493056,-77.059245000,-91.828291389,-598.977131111,-388.927978611,-224.887664444,-10976.530202500,-869.996005833,-418.363383056,0.000000000,-1251.311101667,-728.390009444,-1066.089790833,10282.999832778,-5908.121465000,10589.138436944,-20.456450833
2016-09-19 13:00:00,16172.565560000,10561.641455278,-3028.128688611,-3232.812586667,-12939.752973333,-2053.079398611,-2471.750985278,-76.943295000,-91.767793333,-598.555563889,-387.666615000,-224.872243333,-10962.246000000,-869.980774444,-417.239878056,0.000000000,-1249.891108056,-727.615865278,-1065.023638333,10255.710161111,-5916.855398889,10561.641455278,-20.454112500
2016-09-18 13:00:00,16151.199166111,10533.821590000,-3026.218779444,-3231.998083333,-12919.201082778,-2048.322450278,-2471.277269167,-76.827386111,-91.706819722,-597.940552500,-386.407304444,-224.054211944,-10944.242304444,-869.965878889,-415.845281111,0.000000000,-1248.249018889,-726.709759444,-1064.111548889,10228.120018333,-5923.079147778,10533.821590000,-20.450491667
2016-09-17 13:00:00,16112.528990000,10518.971878333,-3023.783814167,-3221.300046667,-12891.228943333,-2044.347569167,-2470.780475556,-76.710725833,-91.645093611,-595.904125000,-384.647519167,-222.781711944,-10919.892658056,-869.944293056,-413.687491944,0.000000000,-1245.827510000,-725.508775278,-1058.760655833,10213.490359167,-5899.038630833,10518.971878333,-20.261166389
2016-09-16 13:00:00,16084.602343056,10501.833234444,-3021.886077500,-3219.493570000,-12865.108773056,-2041.256240833,-2470.320563333,-76.595052778,-91.583764722,-595.537801389,-383.386696667,-222.763254722,-10899.834130833,-868.986331389,-412.509262222,0.000000000,-1241.657819722,-723.616822500,-1057.692061389,10196.586046111,-5888.016296944,10501.833234444,-20.260172500
2016-09-15 13:00:00,16055.358009167,10473.247163333,-3019.925022222,-3216.312503611,-12839.045505556,-2033.791478056,-2469.806113056,-76.478730278,-91.521705833,-594.717710833,-382.118473056,-221.816210000,-10877.394746944,-868.239802500,-411.395095556,0.000000000,-1239.380002500,-722.270756111,-1056.762631944,10168.224603333,-5887.133405833,10473.247163333,-20.250787222
2016-09-14 13:00:00,16035.854201667,10444.006423056,-3018.000732500,-3214.808690278,-12821.045511389,-2030.767047222,-2469.326282222,-76.361811389,-91.460820556,-593.979956389,-380.851818333,-220.424915833,-10861.640371667,-868.148923056,-410.296453056,0.000000000,-1237.885865278,-721.519274444,-1055.740254444,10139.208518056,-5896.645683611,10444.006423056,-20.239559444
2016-09-13 13:00:00,16000.791438611,10414.774605278,-3016.065148889,-3208.189806389,-12792.601632222,-2026.314106944,-2468.832365278,-76.243440278,-91.398841111,-591.731245556,-379.590502222,-219.737184167,-10839.895345833,-864.280305278,-409.144343056,0.000000000,-1233.772997222,-718.933289167,-1054.900827222,10110.200977778,-5890.590460833,10414.774605278,-20.231699167
2016-09-12 13:00:00,15983.640013056,10384.787896944,-3014.145356667,-3205.931228889,-12777.708784167,-2023.831700556,-2468.355571944,-76.126731667,-91.338164444,-591.364010556,-378.324888611,-219.721718056,-10827.193333056,-864.018427222,-408.051221667,0.000000000,-1232.310873056,-718.204578056,-1052.891125000,10080.438788889,-5903.201224167,10384.787896944,-20.226680000
2016-09-11 13:00:00,15950.800436111,10354.260339444,-3012.221090556,-3203.666872222,-12747.133563889,-2017.426568889,-2467.870305278,-76.010105833,-91.275783611,-590.323849722,-377.064895833,-219.047770556,-10799.465956944,-857.118486111,-406.776115833,0.000000000,-1230.509310278,-717.158296667,-1051.880772500,10050.138734444,-5900.661701667,10354.260339444,-20.052459167
2016-09-10 13:00:00,15906.930664444,10325.606599167,-3010.319033333,-3200.022464167,-12706.908200278,-2008.839640000,-2467.405285556,-75.892278889,-91.211912500,-587.971631944,-375.809556389,-218.300879444,-10762.977555000,-846.233112222,-405.608467222,0.000000000,-1228.051197778,-715.879447500,-1050.781185556,10021.708376944,-5885.222287500,10325.606599167,-20.049070833
2016-09-09 13:00:00,15875.916161944,10295.325981389,-3008.389151111,-3196.544187778,-12679.371974167,-2002.565630000,-2466.914479444,-75.775334167,-91.149861667,-585.666382778,-374.549475833,-216.836160000,-10738.536593333,-845.378895833,-404.307539722,0.000000000,-1225.968806667,-714.866574167,-1049.724252500,9991.644060556,-5884.272101389,10295.325981389,-20.033660000
2016-09-08 13:00:00,15848.048486667,10262.488539722,-3006.439242500,-3193.597182500,-12654.451304167,-1996.140148611,-2466.409449167,-75.657818889,-91.087641667,-583.126787778,-373.284332778,-216.152260278,-10716.247670833,-845.292312222,-403.199797500,0.000000000,-1224.288485278,-713.915148056,-1049.015658056,9959.026410278,-5889.022076389,10262.488539722,-19.841699444
2016-09-07 13:00:00,15828.969101111,10239.207696944,-3004.524585556,-3191.219763611,-12637.749337500,-1994.295285278,-2465.938362222,-75.540674444,-91.026642500,-581.660001944,-372.018906389,-216.136981389,-10701.803390000,-845.204421389,-402.225017778,0.000000000,-1222.773085278,-713.172862222,-1048.108830000,9935.966593611,-5893.002507500,10239.207696944,-19.837655278
2016-09-06 13:00:00,15808.862509444,10221.335154167,-3002.604604167,-3189.901093611,-12618.961415833,-1990.829290556,-2465.460094444,-75.424383333,-90.965574167,-580.805014722,-370.754552222,-215.459458333,-10685.417451944,-845.115562500,-401.136560556,0.000000000,-1221.157758889,-712.386205000,-1047.057941944,9918.314187500,-5890.548321944,10221.335154167,-19.831585833
2016-09-05 13:00:00,15776.078343611,10204.448777500,-3000.687157778,-3186.615678889,-12589.462664722,-1982.787123333,-2464.977135833,-75.309097778,-90.903311111,-580.022937778,-369.497613056,-214.706746667,-10659.271940000,-840.469532222,-400.011020556,0.000000000,-1218.999136389,-711.191588333,-1046.011026667,9901.659848611,-5874.418495000,10204.448777500,-19.829870833
2016-09-04 13:00:00,15752.824683611,10178.084634722,-2998.763615278,-3184.179018889,-12568.645664722,-1979.505726667,-2464.489228889,-75.193661389,-90.842323056,-579.657140000,-368.238401944,-214.687861111,-10640.682341389,-838.031553611,-398.806786667,0.000000000,-1217.595470556,-710.367852778,-1044.947733056,9875.509003333,-5877.315680278,10178.084634722,-19.825506111
2016-09-03 13:00:00,15738.877843611,10151.038358611,-2996.808629444,-3182.993207500,-12555.884636111,-1978.684662222,-2463.973928056,-75.077710833,-90.781945556,-579.290195278,-366.975045000,-214.674093333,-10629.637861389,-838.016879444,-398.179085833,0.000000000,-1216.475638333,-709.771136389,-1043.891598056,9848.681095278,-5890.196748333,10151.038358611,-19.774611944
2016-09-02 13:00:00,15712.092371667,10115.320232500,-2994.045402500,-3179.688315278,-12532.404056389,-1974.944468889,-2463.498236667,-74.962012222,-90.720330556,-578.920171111,-364.864823056,-214.172830556,-10612.097593611,-837.974896111,-397.079540556,0.000000000,-1212.337096389,-707.969366389,-1042.808973056,9813.171331944,-5898.921039722,10115.320232500,-19.644257222
2016-09-01 13:00:00,15667.837971667,10093.557095000,-2990.755953056,-3171.355884444,-12496.482087222,-1969.142323611,-2463.010782222,-74.845843889,-90.656900833,-578.088408889,-362.242426111,-213.378386944,-10579.267197500,-828.861015833,-395.995138056,0.000000000,-1210.262632778,-706.952256944,-1041.757835556,9791.614961667,-5876.223010000,10093.557095000,-19.617863611
2016-08-31 13:00:00,15649.562540000,10074.022968889,-2988.864185833,-3169.457006111,-12480.105533889,-1966.110856667,-2462.561622222,-74.729302500,-90.596056111,-577.717902222,-360.977205000,-212.703093056,-10565.079842500,-828.798323889,-395.003033056,0.000000000,-1208.827112778,-706.198578611,-1040.687305556,9772.289508333,-5877.273031667,10074.022968889,-19.607772222
2016-08-30 13:00:00,15629.889715278,10053.642649444,-2986.973033333,-3166.071967778,-12463.817747500,-1964.159301389,-2462.109529444,-74.611930000,-90.535154444,-576.355271389,-359.716419444,-212.682747222,-10551.086490278,-828.733215833,-393.855223056,0.000000000,-1207.298941667,-705.432315556,-1039.609205278,9752.141216111,-5877.748499167,10053.642649444,-19.604690278
2016-08-29 13:00:00,15610.271374167,10022.035151389,-2985.098855556,-3164.756326389,-12445.515047778,-1958.896125833,-2461.671374167,-74.495703333,-90.473956111,-575.825454444,-358.457821944,-212.009424444,-10535.379117500,-828.671413056,-392.792007222,0.000000000,-1205.676900278,-704.459030000,-1038.509727778,9720.757114167,-5889.514260000,10022.035151389,-19.595577778
2016-08-28 13:00:00,15588.560938611,9993.108585833,-2983.171181389,-3163.653703333,-12424.907235278,-1954.899610000,-2461.181280278,-74.378137500,-90.412646389,-573.386027222,-357.199117222,-211.365411111,-10517.095901944,-828.609948333,-391.617638889,0.000000000,-1204.111787778,-703.699545556,-1037.412561111,9692.044203889,-5896.516734722,9993.108585833,-19.415208333
2016-08-27 13:00:00,15562.899339722,9970.659381944,-2981.288768889,-3161.942420556,-12400.956919167,-1952.609510556,-2460.728240278,-74.261805278,-90.352145833,-572.047093333,-355.946577500,-210.720460278,-10500.810387500,-828.548230833,-390.501894167,0.000000000,-1199.483542222,-700.662989444,-1036.331980000,9669.802392500,-5893.096947222,9970.659381944,-19.406431389
2016-08-26 13:00:00,15534.436988611,9947.432479722,-2979.461399444,-3159.356215556,-12375.080773056,-1944.441522222,-2460.322813056,-74.147346111,-90.290550556,-571.677198889,-354.700689722,-210.151776667,-10477.708105278,-828.488284444,-389.179942500,0.000000000,-1197.688768333,-699.683899444,-1035.285083056,9646.790661667,-5887.646326944,9947.432479722,-19.402345000
2016-08-25 13:00:00,15504.930391389,9911.839343333,-2977.610268333,-3157.917342778,-12347.013048611,-1934.944330000,-2459.906150000,-74.031767222,-90.228306667,-570.879735278,-353.444044444,-209.389947500,-10454.333073889,-828.427851667,-388.022384167,0.000000000,-1194.441923611,-698.238051111,-1034.209520556,9611.416986389,-5893.513405000,9911.839343333,-19.397549722
2016-08-24 13:00:00,15473.319200556,9874.287482500,-2976.120553611,-3155.494143333,-12317.825057222,-1929.343962500,-2459.480443889,-73.915614167,-90.166586111,-570.508823611,-352.557909444,-209.374605556,-10433.794409722,-825.640939167,-386.947940278,0.000000000,-1188.519204167,-695.511443333,-1033.144204167,9574.080011389,-5899.239189167,9874.287482500,-19.395659167
2016-08-23 13:00:00,15435.871931944,9835.598466667,-2975.012337778,-3151.329789722,-12284.542142222,-1922.895191111,-2459.043711944,-73.798184444,-90.104482222,-568.491348056,-352.065959167,-209.358132222,-10409.329285000,-821.556008889,-385.614213056,0.000000000,-1183.769874444,-691.442982778,-1032.044391111,9535.609055278,-5900.262876667,9835.598466667,-19.198321389
2016-08-22 13:00:00,15408.425525278,9795.949897778,-2973.863847222,-3147.047760000,-12261.377765278,-1921.056812778,-2458.560294444,-73.681343889,-90.043945556,-567.488306944,-351.578263333,-208.697970000,-10391.795207778,-818.857866389,-384.607368333,0.000000000,-1180.362895000,-689.219662500,-1032.055520000,9496.186403611,-5912.239121667,9795.949897778,-19.194032778
2016-08-21 13:00:00,15389.546464722,9764.821321944,-2972.754419444,-3141.746609167,-12247.799855556,-1920.203010278,-2458.111619444,-73.565363611,-89.984196944,-567.121116389,-351.093239444,-208.683761111,-10380.017877500,-818.767192500,-383.685133056,0.000000000,-1179.199056389,-688.582921667,-1030.954816111,9465.276423056,-5924.270041667,9764.821321944,-19.190564167
2016-08-20 13:00:00,15357.634757778,9736.528169167,-2968.665256389,-3137.151589444,-12220.483168333,-1918.684548611,-2454.678493056,-73.450180833,-89.924248611,-566.757235556,-350.612333889,-207.884885000,-10362.372128056,-818.677486111,-382.689088611,0.000000000,-1173.477076667,-684.633963611,-1029.966460556,9437.199496944,-5920.435260833,9736.528169167,-19.182135833
2016-08-19 13:00:00,15329.530586389,9698.153698611,-2964.322954167,-3132.227600000,-12197.302986389,-1917.205718333,-2450.819385556,-73.334143889,-89.863716944,-566.391958056,-350.305707778,-207.869426667,-10343.899116389,-816.651117500,-381.734079444,0.000000000,-1170.616328611,-682.787541389,-1028.860404722,9399.032395278,-5930.498191111,9698.153698611,-19.181251389
2016-08-18 13:00:00,15288.580108333,9658.195569444,-2960.606624167,-3127.806136389,-12160.773971944,-1913.112340278,-2447.372692222,-73.218574167,-89.803256944,-566.023423056,-350.212100833,-207.854910000,-10325.842068333,-816.561685278,-380.861755556,0.000000000,-1159.269426667,-675.662476944,-1027.799825278,9359.274176944,-5929.305931389,9658.195569444,-19.179481389
2016-08-17 13:00:00,15269.511956944,9616.335654444,-2959.910450833,-3124.035550000,-12145.476406944,-1911.942572778,-2446.949175000,-73.100451667,-89.743083611,-564.106843333,-350.117740556,-207.840870556,-10312.441548611,-816.470728889,-379.811736944,0.000000000,-1158.020086111,-675.014772222,-1026.972229167,9317.609595833,-5951.902361111,9616.335654444,-19.170685833
2016-08-16 13:00:00,15242.191981944,9574.959508333,-2959.202157500,-3118.913438611,-12123.278543333,-1909.752095556,-2446.511111389,-72.984254444,-89.683101111,-563.738046389,-350.023690556,-207.173309444,-10296.705868889,-814.273717778,-378.756178611,0.000000000,-1153.878903056,-672.693771389,-1025.856897222,9276.439612778,-5965.752369167,9574.959508333,-19.167986389
2016-08-15 13:00:00,15211.805650556,9537.822262778,-2958.498329722,-3116.987561944,-12094.818088611,-1903.939175000,-2446.077631111,-72.868028333,-89.622392778,-562.788942500,-349.930277500,-205.814775556,-10277.513500278,-813.961660278,-377.490891389,0.000000000,-1148.183664444,-669.120923889,-1024.737688611,9239.506137500,-5972.299513056,9537.822262778,-19.163878889
2016-08-14 13:00:00,15183.680983056,9494.822283056,-2957.809632222,-3112.671157500,-12071.009825556,-1899.503839167,-2445.658153056,-72.752423889,-89.561764167,-561.820806389,-349.837291111,-205.133118889,-10256.694491667,-810.680456667,-376.202907222,0.000000000,-1146.124372778,-668.190961111,-1023.648257500,9196.725293889,-5986.955689167,9494.822283056,-18.990084722
2016-08-13 13:00:00,15147.258436944,9450.778302778,-2951.305694722,-3110.922586389,-12036.335850556,-1892.209891944,-2439.425189722,-72.635730000,-89.499591111,-558.825378056,-349.745183889,-204.439763056,-10225.924829444,-809.725642778,-374.508737778,0.000000000,-1143.336516389,-667.074504722,-1022.588825278,9152.882280833,-5994.376156111,9450.778302778,-18.986459444
2016-08-12 13:00:00,15106.718261944,9407.750405833,-2949.102721944,-3106.655464444,-12000.062797500,-1888.522158611,-2437.492565833,-72.519383056,-89.438796111,-557.240766389,-349.651976944,-203.164029722,-10205.503682778,-808.333857500,-372.885169444,0.000000000,-1133.401599722,-661.157515000,-1021.540178333,9110.067813056,-5996.650448889,9407.750405833,-18.990290833
2016-08-11 13:00:00,15089.898651944,9362.926822500,-2948.416130278,-3105.572240556,-11984.326411389,-1886.505210556,-2437.076426944,-72.403286667,-89.378588333,-556.789735833,-349.557828333,-202.508972500,-10193.037035000,-808.242327778,-371.944491944,0.000000000,-1131.708455556,-659.580920833,-1020.430786389,9065.449703056,-6024.448948889,9362.926822500,-18.987051944
2016-08-10 13:00:00,15047.681858889,9319.090903889,-2947.719060000,-3100.932563333,-11946.749295556,-1882.276827222,-2436.650270000,-72.286926111,-89.317457778,-555.751482778,-349.464406111,-202.492902500,-10170.780965556,-803.555890556,-370.885465556,0.000000000,-1122.645311667,-653.323018333,-1019.369471389,9021.822092222,-6025.859766667,9319.090903889,-18.779965278
2016-08-09 13:00:00,15003.232014722,9285.473603611,-2945.556723889,-3099.582148611,-11903.649866111,-1876.489936667,-2436.230472222,-72.172301667,-89.256230000,-555.216705556,-347.897720000,-201.842414167,-10149.918548056,-802.327432222,-369.775339167,0.000000000,-1108.969590833,-644.761727222,-1018.343259167,8988.373957778,-6014.858056944,9285.473603611,-18.779053611
2016-08-08 13:00:00,14961.994660278,9260.762435833,-2943.687553611,-3097.787158056,-11864.207502222,-1866.467087222,-2435.795719444,-72.057344722,-89.193190833,-554.732976944,-346.641298611,-201.142890278,-10119.213300278,-795.398409167,-368.659925278,0.000000000,-1103.226901389,-641.767300556,-1017.251493889,8963.846440000,-5998.148220278,9260.762435833,-18.779477500
2016-08-07 13:00:00,14941.038057222,9232.886047778,-2941.786887222,-3097.755601944,-11843.282455278,-1864.026682778,-2435.333423333,-71.939883611,-89.131626389,-552.028186389,-345.381953889,-200.396356944,-10100.601890000,-795.314134167,-367.591800278,0.000000000,-1101.694147778,-640.986417500,-1017.257222778,8936.185200556,-6004.852856667,9232.886047778,-18.779443056
