Date & Time,use [kW],gen [kW],HVAC [kW],Garage [kW],Main House + Pumps [kW],Water Heater [kW],Heat Pump [kW],Heaters - upstairs [kW],Heater - downstairs [kW],Range [kW],HRV [kW],Dishwasher [kW],Main House [kW],Washer and Dryer [kW],KitL MasLP BathLP LoftLP GueLP [kW],KitP LivLP StairsUpLP [kW],Well Pump [kW],Booster Pump [kW],Garage Water Heater [kW],Solar Net [kW],Main Grid [kW],Solar Pos [kW],Septic Pump [kW]
1/27/2017 18:43,1.670673391,0.385891019,-0.585034306,-0.415085532,-1.255587859,-0.200405313,-0.507732708,-0.004403125,-0.022636609,-0.029820741,-0.050261863,-0.030070451,-1.226504005,-0.014222153,-0.165794896,-0.123907488,-0.02010125,-0.008982604,-0.046444792,0.376063785,-1.294609606,0.385891019,0.000026134
1/26/2017 18:43,1.568608264,0.409671053,-0.666290255,-0.146364676,-1.422243588,-0.229004792,-0.593070382,-0.004467558,-0.018051852,-0.040136181,-0.050700463,-0.032154977,-1.391735069,-0.091183912,-0.134282222,-0.12265015,-0.021795972,-0.008712546,-0.040984468,0.400261458,-1.168346806,0.409671053,-0.000100984
1/25/2017 18:43,2.064820081,0.287103553,-0.679747199,-0.710052685,-1.354767396,-0.196023611,-0.591393067,-0.004972859,-0.032973137,-0.028308484,-0.050408137,-0.029981354,-1.321926435,-0.003009618,-0.167594294,-0.138445278,-0.02260287,-0.01023809,-0.11296765,0.277250012,-1.787570069,0.287103553,-0.00013022
1/24/2017 18:43,1.76231816,0.129222928,-0.539422813,-0.508324537,-1.253993623,-0.21283066,-0.412634884,-0.021944583,-0.054766701,-0.03657522,-0.050076644,-0.032842407,-1.223914815,-0.094365324,-0.128771736,-0.109676019,-0.021865903,-0.008212905,-0.042771505,0.119384606,-1.642933553,0.129222928,-0.005239907
1/23/2017 18:43,2.18991162,0.358997708,-0.604640243,-0.920665231,-1.269246389,-0.1445525,-0.541009063,-0.004404745,-0.009309444,-0.019847639,-0.049916991,-0.030006725,-1.240379468,-0.003046597,-0.148026817,-0.21120625,-0.020191748,-0.008675174,-0.078852234,0.349026181,-1.84088544,0.358997708,-0.002909201
1/22/2017 18:43,2.206494016,0.367234549,-0.702511539,-0.608025116,-1.5984689,-0.135971123,-0.645372766,-0.004456042,-0.002471262,-0.046182292,-0.05021147,-0.030544618,-1.57027272,-0.135999676,-0.150348113,-0.278796921,-0.022021412,-0.006174769,-0.094357431,0.357267234,-1.849226782,0.367234549,-0.000417685
1/21/2017 18:43,2.105442755,0.161796123,-0.699264873,-0.540411505,-1.56503125,-0.190973137,-0.642210613,-0.004529282,-0.002494155,-0.145607778,-0.050030822,-0.031947049,-1.532227593,-0.040741412,-0.141712743,-0.192779988,-0.021337338,-0.011466319,-0.047650625,0.152433623,-1.953009132,0.161796123,-0.000198137
1/20/2017 18:43,2.185671262,0.371751042,-0.693967014,-0.531494815,-1.654176447,-0.204038183,-0.637015069,-0.004437778,-0.00247015,-0.017224583,-0.050044016,-0.02720338,-1.465207338,-0.101361736,-0.149591227,-0.188070995,-0.131610116,-0.057358993,-0.047533773,0.361519225,-1.824152037,0.371751042,-0.000146644
1/19/2017 18:43,1.558851019,0.23977294,-0.621610509,-0.328915347,-1.229935671,-0.141422373,-0.564435174,-0.004463588,-0.002552326,-0.020716505,-0.050159421,-0.000667454,-1.203760104,-0.10360191,-0.117926238,-0.119175093,-0.019297824,-0.006877743,-0.075602627,0.229089815,-1.329761204,0.23977294,-0.00004316
1/18/2017 18:43,1.970501887,0.16040059,-0.543924491,-0.712748009,-1.257753877,-0.14699294,-0.486516921,-0.004529664,-0.002470775,-0.091753252,-0.05040713,-0.031269468,-1.229335243,-0.062032037,-0.128844248,-0.137802917,-0.019146007,-0.009272627,-0.111679491,0.150521343,-1.819980544,0.16040059,-0.00744772
