Date & Time,use [kW],gen [kW],HVAC [kW],Garage [kW],Main House + Pumps [kW],Water Heater [kW],Heat Pump [kW],Heaters - upstairs [kW],Heater - downstairs [kW],Range [kW],HRV [kW],Dishwasher [kW],Main House [kW],Washer and Dryer [kW],KitL MasLP BathLP LoftLP GueLP [kW],KitP LivLP StairsUpLP [kW],Well Pump [kW],Booster Pump [kW],Garage Water Heater [kW],Solar Net [kW],Main Grid [kW],Solar Pos [kW],Septic Pump [kW]
1/17/2017 23:00,2.013760799,0.185563889,-0.535338287,-0.64402537,-1.369735428,-0.19198103,-0.478133426,-0.00449103,-0.002481262,-0.060248056,-0.050232569,-0.029833634,-1.339235891,-0.160274525,-0.140186319,-0.129830081,-0.019932662,-0.010566875,-0.081583079,0.175382234,-1.838378565,0.185563889,-0.000275486
1/16/2017 23:00,2.448524271,0.07734228,-0.657383519,-1.116466806,-1.332057465,-0.189681169,-0.599476076,-0.004458565,-0.00373338,-0.054257442,-0.049715498,-0.059846817,-1.304224838,-0.0096775,-0.141379919,-0.116902512,-0.019263079,-0.008569549,-0.090645891,0.06457838,-2.383945891,0.07734228,0.00010816
1/15/2017 23:00,2.255252396,0.341259815,-0.804899051,-0.485715405,-1.769536991,-0.323810671,-0.73788978,-0.007269236,-0.010260567,-0.060474931,-0.049479468,-0.000860463,-1.71186397,-0.106535463,-0.203100475,-0.136265833,-0.04128956,-0.016383461,-0.048970266,0.331780081,-1.923472315,0.341259815,-0.003341748
1/14/2017 23:00,2.676789317,0.351469352,-0.92122125,-0.563486736,-2.113302581,-0.437590856,-0.864162697,-0.006005382,-0.003350648,-0.039715532,-0.047702523,-0.030148067,-2.045680799,-0.264022882,-0.14408235,-0.134889375,-0.042082824,-0.025538958,-0.093864178,0.342297014,-2.334492303,0.351469352,-0.005118762
1/13/2017 23:00,2.339388171,0.303408229,-1.003287245,-0.486034132,-1.853354039,-0.207271111,-0.954818044,-0.00891265,-0.008625417,-0.17910875,-0.030931134,-0.035394977,-1.822565289,-0.00291559,-0.170141806,-0.146925162,-0.020518218,-0.010270532,-0.044748553,0.294244595,-2.045143576,0.303408229,0.000040266
1/12/2017 23:00,2.136363218,0.334311065,-0.952225,-0.407073264,-1.729289954,-0.153182986,-0.824591609,-0.035523229,-0.059271887,-0.115969861,-0.032838275,-0.030656111,-1.699159491,-0.095111609,-0.164561273,-0.117355949,-0.020667454,-0.009463009,-0.079008947,0.324948808,-1.81141441,0.334311065,0.000135509
1/11/2017 23:00,2.64800875,0.285034387,-1.276961516,-0.663701713,-1.984307037,-0.182709954,-1.1769414,-0.033305289,-0.017466991,-0.042695463,-0.049247836,-0.031642257,-1.955527581,-0.011844861,-0.181764421,-0.153883981,-0.019766539,-0.009012917,-0.048695185,0.276040949,-2.371967801,0.285034387,0.000128958
1/10/2017 23:00,2.605663472,0.263457245,-1.062683368,-0.796685972,-1.8089775,-0.254221898,-0.943101435,-0.026955613,-0.043531516,-0.096875856,-0.049094803,-0.0007939,-1.772277465,-0.002904641,-0.188230313,-0.098551088,-0.022607396,-0.014092639,-0.08715412,0.254283611,-2.351379861,0.263457245,-0.004379734
1/9/2017 23:00,2.765268912,0.150892407,-0.830447315,-1.126192847,-1.639076065,-0.260754572,-0.755212188,-0.015931319,-0.009936319,-0.027671435,-0.049367488,-0.032062002,-1.595030972,-0.003018854,-0.191668634,-0.178405972,-0.027342164,-0.016702928,-0.044844213,0.141613773,-2.623655139,0.150892407,-0.002355972
1/8/2017 23:00,2.189897998,0.150400243,-0.653350671,-0.725626794,-1.464271204,-0.166860185,-0.580436262,-0.01012103,-0.013256609,-0.06307691,-0.049536771,-0.058010613,-1.434836516,-0.003093287,-0.189921736,-0.215400845,-0.020315556,-0.009119132,-0.092449352,0.140011806,-2.049886192,0.150400243,-0.000132338
1/7/2017 23:00,1.699293056,0.020278414,-0.721171759,-0.35588522,-1.343407836,-0.127621123,-0.659700683,-0.007382257,-0.035088542,-0.069122002,-0.019000278,-0.000756343,-1.317409757,-0.00330566,-0.186374688,-0.137559676,-0.019491817,-0.006506262,-0.044592627,0.009004977,-1.690288079,0.020278414,0.000297303
